"site_name","url","question","answer","category","internal_link","link"
"Apple","https://tv.apple.com/","Where can I watch Apple TV?","You can watch in the Apple TV app on your favorite Apple devices, smart TVs, streaming devices, game consoles, Android mobile devices, Windows, and some select cable boxes. Plus, watch on tv.apple.com from your web browser.","NA","1","Regarder Apple TV le MLS Season Pass et plus encore - Assistance Apple (FR), streaming devices, game consoles, Android mobile devices, Windows, and some select cable boxes"
"Apple","https://tv.apple.com/","What can I watch with an Apple TV subscription?","With Apple TV, you can watch hundreds of Apple Original shows and movies, as well as Friday Night Baseball with two MLB matchups every Friday during the regular season, and starting in 2026 you'll be able to stream Formula 1 (U.S. only)?every practice lap, qualifying session, and race'as well as every Major League Soccer match. Apple TV is the home of Emmy© Award-winning series ?The Studio,? ?Severance,? ?The Morning Show,? ?Slow Horses,? and ?Ted Lasso,? global hits like ?Shrinking,? ?Your Friends & Neighbors,? ?Hijack,? and ?Monarch: Legacy of Monsters,? and Apple Original Films like ?The Gorge,? with new releases weekly. You can watch it all on the Apple TV app and tv.apple.com.","NA","1","tv.apple.com"
"Apple","https://tv.apple.com/","Are there Apple TV bundles that include other streaming services?","Yes. For example, you can subscribe to the Apple TV and Peacock bundle. You'll have full access to both services. Watch hundreds of Apple Original shows and movies, MLB games, and starting in 2026 catch Formula 1 (for U.S. viewers) and Major League Soccer. And stream Peacock's live sports, blockbuster movies, and must-see TV'all for one great price. Bundle subscribers save over 30% if they subscribe to one of two plans: ? Apple TV and Peacock Premium - $14.99/month (includes ads for Peacock). Savings of 37%. ? Apple TV and Peacock Premium Plus - $19.99/month (ad-free for Peacock). Savings of 33%. In addition, Apple One Premier and Family customers can subscribe to Peacock for a discounted price. No free trial, discounted offers or annual plans will be offered at launch.","NA","1","The Apple TV and Peacock Bundle"
"Apple","https://tv.apple.com/","Can I share my Apple TV subscription with my family?","Yes. Apple TV lets you share your subscription with up to five family members.","NA","0","NA"
"Github","https://github.com/frequently-asked-questions","What is GitHub and how does it work?","GitHub is the home for all developers'a platform where you can share code, contribute to open source projects, or even automate your workflow with tools like GitHub Actions and Packages. If you're just getting started with GitHub, you may know us best as a place for version control and collaboration.","NA","0","NA"
"Github","https://github.com/frequently-asked-questions","How do I see GitHub's availability?","Check our real-time status report","NA","1","Check our real-time status report"
"Github","https://github.com/frequently-asked-questions","Why is GitHub so popular?","GitHub is built by developers for developers, and we're proud to be home to the world's largest open source community. With 50 million developers and millions more open source projects, GitHub has become the go-to place to collaborate and build software together. See how we got here","NA","1","About GitHub ú GitHub"
"Github","https://github.com/frequently-asked-questions","Who is GitHub for?","You! And it's not just developers who build on GitHub'Fortune 500 companies, small teams, project managers, and college professors all use GitHub to do their best work, in one place. Meet our community","NA","1","The ReadME Project ú Meet the people behind the projects you love ú GitHub"
"Github","https://github.com/frequently-asked-questions","Do people use GitHub only for code?","Nope. Like we mentioned above, different people and teams use GitHub for different projects. While we got our start as a version control platform, GitHub is now used to manage teams, share resumes, find new projects, track work, and host discussions, just to name a few. Explore what people are building on GitHub","NA","1","Explore what people are building on GitHub"
"Github","https://github.com/frequently-asked-questions","Why should I use GitHub?","GitHub isn't just a place to share code. It's a chance to do something bigger. On GitHub, you can shape the future of software, work with the best developers in the world, and grow your skills and help others. See how the world uses GitHub","NA","1","Octoverse 2025: The state of open source | The State of the Octoverse"
"Github","https://github.com/frequently-asked-questions","Are Git and GitHub the same?","Git is a version control system (VCS). GitHub is the platform where Git repositories can be hosted and teams can work on them together. Check out the Git Handbook","NA","1","Check out the Git Handbook"
"Github","https://github.com/frequently-asked-questions","Do I need Git in order to use GitHub?","Nope. GitHub repositories can be accessed from both Git and Subversion (SVN) clients. Learn more about support for Subversion clients","NA","1","Learn more about support for Subversion clients"
"Github","https://github.com/frequently-asked-questions","Is GitHub safe?","Millions of teams trust GitHub to keep their work safe. While security incidents can happen, our GitHub Security Team goes beyond industry standards to keep you and your code secure. Stay up to date on our security process","NA","1","Stay up to date on our security process"
"Github","https://github.com/frequently-asked-questions","Is GitHub free?","All GitHub users and teams get free, unlimited access to public and private repositories. But if you're looking for more collaboration features, security controls, and deployment options, we also offer paid plans: GitHub Team at $4 USD per user/month and Enterprise $21 USD per user/month. Compare all GitHub plans and pricing","NA","1","Pricing ú Plans for every developer ú GitHub"
"Github","https://github.com/frequently-asked-questions","Is GitHub owned by Microsoft?","Yes. Microsoft acquired GitHub in 2018. You can read more about it in our announcement here .","NA","1","Pull request successfully merged. Starting build... - The GitHub Blog"
"Github","https://github.com/frequently-asked-questions","How do I start using GitHub?","We saved the best for last. All you need is a GitHub account and internet access. Get started with the ""Hello World"" guide","NA","1","Get started with the ""Hello World"" guide"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What is Pinterest?","Pinterest is a visual search engine for inspiration, with billions of ideas from all over the world. People use it to find new ideas and inspire their next thing to try, make or buy, from everyday needs to long-term projects.","Pinterest basics","0","NA"
"Pinterest","https://create.pinterest.com/faq'change_language=true","How does it work?","People use Pinterest when they want something new, but don't have all the details figured out. They can search with words or images, or browse personalized feeds of content they might like. When someone finds an idea they're into, they can save it for later or take action right away.Pinterest is all about inspiration, so the algorithm pays attention to metrics like “saves.” The more people save and engage with your idea, the more Pinterest will show it to new people.","Pinterest basics","0","NA"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What is a Pin?","Pins are the content that make up Pinterest. Every Pin represents an idea, from tutorials to recipes to product overviews. You can create Pins by uploading photos, videos or a mix of both. And people can find your ideas and save the ones they love to a collection (aka a board).","Pinterest basics","1","Pinterest Create"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What audience is on Pinterest?","570 million people use Pinterest every month to explore their passions.¹ You'll find Millennials, sure, and Gen Z finding their next aesthetic, too (in fact, they're the fastest growing demographic).And with inclusive product features that make it easy for people to find the most relevant inspiration for them, such as hair pattern and skin tone range search filters, that means you can reach a diverse audience who loves and is just as invested in what matters to you.","Pinterest basics","1","Inclusion and Representation | Pinterest Creators"
"Pinterest","https://create.pinterest.com/faq'change_language=true","How do I make money on Pinterest?","You can get paid for your great ideas. Now we're making Pinterest an even more rewarding place to create with monetization opportunities such as brand partnerships, product tags, affiliate links and more.","Pinterest basics","1","monetization opportunities"
"Pinterest","https://create.pinterest.com/faq'change_language=true","Should I get a personal account or a business account?","The business account might have “business” in its name, but it's for all types of content creators and brands, too. With the business account, you can gain access to creator tools and unlock advanced analytics in the Creator Hub. It's free to sign up for a business account or, if you already have a personal account, you can switch your account type.","Getting started","1","Pinterest, Obtenir un compte professionnel | Aide Pinterest Business"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What is the Creator Hub?","The Creator Hub is a place in the Pinterest app where you can find the tools, tips and insights you need to help plan, understand and up your content game. Once you sign up for a free business account, it's accessible on mobile devices.","Getting started","0","NA"
"Pinterest","https://create.pinterest.com/faq'change_language=true","Where do I find the Creator Hub?","First, make sure you have a business account and that you're using the Pinterest app (the Creator Hub is only accessible on mobile devices). Then, go to your Pinterest profile page. You'll find the Creator Hub button right below your bio and stats.","Getting started","1","Obtenir un compte professionnel | Aide Pinterest Business"
"Pinterest","https://create.pinterest.com/faq'change_language=true","How will people find my content?","Pins can appear in a few different places on Pinterest. The most prominent spot is the Pinterest home feed, which people see every time they open Pinterest. Every person sees a personalized feed of ideas related to their interests, so they're likely to find content that appeals to them. Your Pins can also appear in people's search results, in “related Pin” sections near specific Pins or on boards.","Getting started","0","NA"
"Pinterest","https://create.pinterest.com/faq'change_language=true","How does the recommendation system work?","Pinterest is different from other online platforms because content is displayed based on engagement signals and topics, rather than ranked chronologically. Your content will keep showing up for relevant audiences over time, long past the day you post it.Because the most inspiring Pins are the ones that people actually want to try, Pinterest prioritizes content with high signals of meaningful engagement. And the strongest metric to measure how people are engaging with a Pin—and how an idea is resonating with people—is saves. So, for example, if there's a Pin with a lot of saves, the system will recommend it across the platform's main pages over other less inspiring, less engaging content.","Getting started","0","NA"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What are the content formats on Pinterest?","When you start creating on Pinterest, you'll find three content formats. Pin: Publish content using this flexible format for images, videos or a mix of both. Once you upload the assets, have fun editing and personalizing with our simple-to-use features and tools. Note: on desktop, you can also create Pins by saving a URL.Collage: Digitally cut out and combine your favorite objects into a collage. This dynamic, interactive format lets you arrange anything visual that inspires you. Perfect for creating a visual mood board, outfit flat lay, gift guide and more. Board: Collect and curate Pins in one organized place. Whether you're interested in an aesthetic or a theme, or planning for a life moment or everyday project, save the Pins you love to a board to help you gain inspiration.","Content creation","1","Comment créer des Épingles et des tableaux sur Pinterest | Pinterest Création, Pinterest Create"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What kind of content works best?","You can make Pins about anything that inspires and is meaningful to you. More than a specific aesthetic or perfection, people on Pinterest are looking for content they relate to and ideas that motivate them to try something new. Aiming for actionable, engaging and relevant content is how people succeed on Pinterest. Think: ideas to improve your life or ideas to springboard off of, like your tried-and-true healthy weeknight dinners, a favorite self-care routine or a how-to for upcycling old clothes.Make sure to follow our best practices, and you can always take a look at trending keywords or top seasonal moments if you need some content ideas.","Content creation","1","Comment créer des Épingles et des tableaux sur Pinterest | Pinterest Création, trending keywords, Pinterest Trends to Try This Month | Pinterest Creators"
"Pinterest","https://create.pinterest.com/faq'change_language=true","Can I repurpose or repackage my content?","You bet. You can create and edit content using a dynamic suite of simple-to-use in-app tools. Easily crop or resize existing (or brand-new) content to 9:16, 2:3, 3:4, 4:5, 1:1. And check out features like stickers, effects and voiceover to help repurpose and revive even assets you already have as a Pin. Pro tip: Remove watermarks/logos from other platforms and be conscious of safe zones.","Content creation","1","Conditions d'utilisation de la musique | Pinterest Policy, Vérifier les spécifications des Épingles | Pinterest help"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What's the best format for Pins that performs?","Creating actionable, engaging and relevant content is how people find success on Pinterest. And while Pins can accommodate images and videos in multiple aspect ratios, fully vertical assets get more engagement. We recommend a 2:3 aspect ratio (1000 x 1500 pixels) for images and a 9:16 aspect ratio (1080 x 1920 pixels) for videos. See the Pin spec guide","Content creation","1","Pinterest Trends to Try This Month | Pinterest Creators, Vérifier les spécifications des Épingles | Pinterest help"
"Pinterest","https://create.pinterest.com/faq'change_language=true","How often should I publish content?","People on Pinterest are always looking for new, tailored inspiration. So make sure to publish content regularly—ideally on a weekly basis—to get your content in front of people looking for ideas like yours. As for the optimal day or time of day to post your content? Well, that depends. With different audiences and different verticals, what works for one creator won't necessarily work for others. So your best bet would be to experiment and see what timing works with your audience—and hone in on that. And if you want to plan ahead or get into a routine, you can also use the scheduling tool.","Content creation","1","Programmer des Épingles | Aide Pinterest Business"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What should I do to optimize my content on Pinterest?","Pinterest is a search engine for inspiration and new ideas. So remember to provide context for your ideas. Add a specific, focused title and description to your Pins and boards","Grow your presence","0","NA"
"Pinterest","https://create.pinterest.com/faq'change_language=true","How do I get access to the paid partnership tool?","In order to access all the creator tools, including the paid partnership tool, you'll first need a free business profile. Then, once you make a new Pin, you'll find the tool to tag a brand under the Finishing Touches “advanced settings” menu.","Grow your presence","1","Obtenir un compte professionnel | Aide Pinterest Business, Partenariats rémunérés pour les Créateurs | Aide Pinterest Business, Paid partnerships for creators | Pinterest Business help"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What's the best way to hear about new product launches?","To keep up-to-date on the latest product news, expert tips and more, sign up for the creator newsletter.","Grow your presence","1","Creator Newsletter Signup | Pinterest Creators"
"Pinterest","https://create.pinterest.com/faq'change_language=true","What kind of content is trending right now?","Take advantage of Pinterest monthly trends and the trends tool for finding out what content is popular on Pinterest and when people are starting to search for those topics. They're a surefire source of fresh ideas for your content planning—and for getting your content in front of a new, broader audience.","Creation inspiration","1","Pinterest Trends to Try This Month | Pinterest Creators, Pinterest Trends"
"Proton","https://proton.me/support/mail","How secure is Proton Mail?","The security of our users is one of our top priorities. Here's how we make Proton Mail secure: End-to-end encryption: Messages between Proton Mail users are transmitted and stored on our secure servers in an encrypted format. Because your data is encrypted at all steps, the risk of message interception is largely eliminated. Zero access to your data: Only you have the key to decrypt your messages and files stored on our secure servers. Your data isn't accessible to anyone else ? not even us. As we don't have the key to access your data, we can't hand it over to third parties. Password-protected Emails: Messages between Proton Mail users are end-to-end encrypted automatically. But you can also send end-to-end encrypted messages to people on other email providers using Password-protected Emails or standard PGP encryption. Open source: All our apps are open source and independently audited, so anyone can check our code. Strong physical security: We've invested heavily in owning and controlling our own server hardware. Our data centers are located at highly secure sites that require biometric access.","Proton Mail FAQ","0","NA"
"Proton","https://proton.me/support/mail","Is Proton Mail free? What kind of subscription plans do you offer?","We created Proton Mail to make encrypted email easily accessible to everyone around the world. We know that some of the people who need our service the most will not be able to pay. That's why we offer Proton Mail Free ? our free email plan that offers the same level of security and ease of use as our paid plans. If you'd like more storage, unlimited folders, labels, and custom filters, custom email domains, and more, consider upgrading to a paid plan. You'll not only get advanced features. You'll also be supporting our drive to make online privacy and security accessible to everyone.","Proton Mail FAQ","1","Proton Pricing Plans - Free & Paid Plans | Proton"
"Proton","https://proton.me/support/mail","What is encryption, and what data is encrypted by Proton?","Encryption is a process of converting messages or information in such a way that only authorized parties can read it. Using complex algorithms, a message is transformed into an illegible string of characters. The only way to transform the message into its original format is to use a unique encryption key. When you send an email to other Proton Mail users or when you receive a message from another Proton Mail user, the message body and the attachments are fully and automatically encrypted at every step. This is called end-to-end encryption. All the messages and attachments you receive in your Proton Mail mailbox are also stored with zero-access encryption, including messages from other email providers. Only you have the key to access your messages and files on our secure servers. That means your data isn't accessible to anyone else ? not even us. You can also send end-to-end encrypted messages to people on other email providers using Password-protected Emails. Otherwise, they will be protected with TLS encryption if the non-Proton Mail server supports it.","Proton Mail FAQ","1","What is encryption? | Proton, What is zero access encryption? | Proton, Password-protected Emails"
"Proton","https://proton.me/support/mail","What's the difference between @proton.me and @protonmail addresses? What email domains can I use to create addresses?","Proton has four different email domains that you can use to create email addresses: @proton.me is the default domain for Proton Mail. You'll be asked to create a @proton.me address (yourusername@proton.me) when you sign up. @protonmail.com is an alternative domain that you can choose when you sign up or use to create additional addresses (yourusername@protonmail.com). @pm.me is our short domain. You can activate your short email address (yourusername@pm.me) after you've signed up, if your username is available. @protonmail.ch is our original Proton Mail domain. If you joined Proton before 2016, you have an additional free @protonmail.ch address (yourusername@protonmail.ch). To activate your @proton.me address, log in to your account (account.proton.me) and click Settings ? Go to settings ? Identity and addresses. If you have a paid Proton plan, you can create additional addresses (aliases) using any Proton domain above or your own custom domain (@yourdomain.com). Learn more about types of addresses and aliases You can also set any address as your default sending address. Learn how to update your default sending address.","Proton Mail FAQ","1","activate your short email address, Proton Mailÿ: connexion, custom domain, Learn more about types of addresses and aliases, Learn how to update your default sending address"
"Proton","https://proton.me/support/mail","What is Proton Mail Bridge, and how do I use it with desktop email clients?","Proton Mail Bridge is an app for Windows, macOS, and Linux. It allows you to use your Proton Mail account with third-party email clients such as Outlook, Thunderbird, and Apple Mail while keeping your mail secure with Proton Mail's end-to-end encryption. Proton Mail Bridge is available for all paid subscribers. To use it, install the Proton Mail Bridge app, then configure your favorite email client for it.","Proton Mail FAQ","1","keeping your mail secure, install the Proton Mail Bridge app, How to configure your email client for Proton Mail Bridge | Proton"
"Proton","https://proton.me/support/mail","How do I use a custom domain?","If you have a paid Proton Mail plan, you can use a custom domain to send and receive emails (for example, using the email address yourname@yourdomain.com). The number of custom domains you can use depends on your Proton Mail plan. You can purchase custom domains from third-party registrars, such as GoDaddy, Cloudflare, or Namecheap. To use a custom domain with your Proton Mail account: 1. Add your domain to your Proton Mail account 2. Verify your domain so that Proton knows it is genuinely yours 3. Configure your domain registrar's DNS records so that Proton Mail handles the emails sent and received using that domain Additional steps are required if you have a Proton for Business plan and wish to add users to your organization so that they can use your custom domain.","Proton Mail FAQ","1","How to use a custom domain with Proton Mail | Proton, Proton business plans explained: Essentials, add users to your organization, Proton Business Suite, and Proton Enterprise | Proton, How to create an organization | Proton"
"Telegram","https://telegram.org/faq","What is Telegram? What do I do here?","Telegram is a messaging app with a focus on speed and security, it's super-fast, simple and free. You can use Telegram on all your devices at the same time — your messages sync seamlessly across any number of your phones, tablets or computers. Telegram is one of the top 5 most downloaded apps in the world with over 1 billion active users. With Telegram, you can send messages, photos, videos and files of any type (doc, zip, mp3, etc), as well as create groups for up to 200,000 people or channels for broadcasting to unlimited audiences. You can write to your phone contacts and find people by their usernames. As a result, Telegram is like SMS and email combined — and can take care of all your personal or business messaging needs. In addition to this, we support end-to-end encrypted voice and video calls, as well as voice chats in groups for thousands of participants. Follow our Tips Channel to learn more about Telegram features.","General Questions","1","Shared Files and Fast Mute, Channels: Broadcasting Done Right, Voice Calls: Secure, Crystal-Clear, voice chats in groups, Video Calls and Seven Years of Telegram, Voice Chats Done Right, Telegram: View @TelegramTips"
"Telegram","https://telegram.org/faq","Who is Telegram for?","Telegram is for everyone who wants fast and reliable messaging and calls. Business users and small teams may like the large groups, usernames, desktop apps and powerful file sharing options. Since Telegram groups can have up to 200,000 members, we support replies, mentions and hashtags that help maintain order and keep communication in large communities efficient. You can appoint admins with advanced tools to help these communities prosper in peace. Public groups can be joined by anyone and are powerful platforms for discussions and collecting feedback. In case you're more into pictures, Telegram has animated gif search, a state of the art photo editor, and an open sticker platform (find some cool stickers here or here). What's more, there is no need to worry about disk space on your device. With Telegram's cloud support and cache management options, Telegram can take up nearly zero space on your phone. Those looking for extra privacy should check out our advanced settings and rather revolutionary policy. And if you want secrecy, try our device-specific Secret Chats with self-destructing messages, photos, and videos — and lock your app with an additional passcode. We keep evolving — check out our Brief History of Telegram and follow us on twitter and Telegram to stay in touch.","General Questions","1","Voice Calls: Secure, Crystal-Clear, file sharing, Telegram Desktop, Shared Files and Fast Mute, Better Replies, Stickers & Invitations, Reinventing Group Chats: Replies, Public groups, Hashtags and More, Supergroups 10, 000: Admin Tools & More, Supergroups 5000: Public Groups, Pinned Posts, cache management options, Photo Editor and Passcode Lock, Custom Sticker Sets, Brief History of Telegram, Telegram: Launch @sticker, Clearing Cache and Reordering Stickers, Hiding Last Seen Time - Done Right, Telegram Privacy Policy, The Evolution of Telegram, Profil / X, Telegram: View @telegram"
"Telegram","https://telegram.org/faq","How is Telegram different from WhatsApp?","Unlike WhatsApp, Telegram is a cloud-based messenger with seamless sync. As a result, you can access your messages from several devices at once, including tablets and computers, and share an unlimited number of photos, videos and files (doc, zip, mp3, etc.) of up to 2 GB each. Telegram needs less than 100 MB on your device – you can keep all your media in the cloud without deleting things – simply clear your cache to free up space. Thanks to Telegram's multi-data center infrastructure and encryption, it is faster and way more secure. On top of that, private messaging on Telegram is free and will stay free — no ads, no subscription fees, forever. Telegram's API and code is open, and developers are welcome to create their own Telegram apps. We also have a Bot API, a platform for developers that allows anyone to easily build specialized tools for Telegram, integrate any services, and even accept payments from users around the world. And that's just the tip of the iceberg. Follow our Tips Channel to learn more about Telegram features.","General Questions","1","clear your cache to free up space, Bots: An introduction for developers, Introducing Inline Bots, Payments for Bots, Telegram: View @TelegramTips"
"Telegram","https://telegram.org/faq","How old is Telegram?","Telegram for iOS was launched on August 14, 2013. The alpha version of Telegram for Android officially launched on October 20, 2013. More and more Telegram clients appear, built by independent developers using Telegram's open platform.","General Questions","1","Telegram Applications, Telegram APIs"
"Telegram","https://telegram.org/faq","Which devices can I use?","You can use Telegram on smartphones, tablets, and even computers. We have apps for iOS (11.0 and above), Android (6.0 and up), a native macOS app and a universal desktop app for Windows, macOS, and Linux. Telegram Web can also help to quickly do something on the go. You can log in to Telegram from as many of your devices as you like — all at the same time. Just use your main mobile phone number to log in everywhere, your cloud chats will sync instantly. The Telegram API is open for developers, should you want to build your own applications for other platforms.","General Questions","1","‎Telegram Messenger App - App Store, Telegram – Applications sur Google Play, Telegram for macOS, Telegram Desktop, Telegram Web, Telegram APIs"
"Telegram","https://telegram.org/faq","Who are the people behind Telegram?","Telegram is supported by Pavel Durov and his brother Nikolai. Pavel supports Telegram financially and ideologically while Nikolai's input is technological. To make Telegram possible, Nikolai developed a unique custom data protocol, which is open, secure and optimized for work with multiple data-centers. As a result, Telegram combines security, reliability and speed on any network. See also: articles about Telegram","General Questions","1","Pavel Durov - Wikipedia, articles about Telegram"
"Telegram","https://telegram.org/faq","Where is Telegram based?","The Telegram development team is based in Dubai. Most of the developers behind Telegram originally come from St. Petersburg, the city famous for its unprecedented number of highly skilled engineers. The Telegram team had to leave Russia due to local IT regulations and has tried a number of locations as its base, including Berlin, London and Singapore. We're currently happy with Dubai, although are ready to relocate again if local regulations change.","General Questions","1","International Collegiate Programming Contest - Wikipedia"
"Telegram","https://telegram.org/faq","Will you have ads in my private chats and groups? Or sell my data? Or steal my beloved and enslave my children?","No. See this post for details.","General Questions","1","Telegram: View @durov"
"Telegram","https://telegram.org/faq","How are you going to make money out of this?","We believe in fast and secure messaging that is also 100% free. Our founder and CEO Pavel Durov, who financed Telegram throughout most of its history, has outlined a strategy to make Telegram sustainable in this post. Following this plan, Telegram has implemented sustainable forms of monetization that prioritize its users: In 2021, Telegram launched Sponsored Messages – minimalist, privacy-conscious advertisements that can appear in certain public channels. In 2022, Telegram launched a Premium subscription which users can purchase to both support the app and unlock additional exclusive features. These revenue streams help us pay for infrastructure costs and developer salaries, however making profits will never be an end-goal for Telegram. Learn more about subscriptions in the Telegram Premium FAQ.","General Questions","1","Telegram Press Info, Telegram: View @durov, 700 Million Users and Telegram Premium"
"Telegram","https://telegram.org/faq","What are your thoughts on internet privacy?","We think that the two most important components of Internet privacy should be: Protecting your private conversations from snooping third parties, such as officials, employers, etc. Protecting your personal data from third parties, such as marketers, advertisers, etc. Telegram's aim is to create a truly free messenger, with a revolutionary privacy policy.","General Questions","1","Telegram Privacy Policy"
"Telegram","https://telegram.org/faq","What about GDPR?","The General Data Protection Regulation (GDPR) came into force in Europe on May 25, 2018. Since taking back our right to privacy was the reason we made Telegram, there wasn't much we had to change. We don't use your data for ad targeting, we don't sell it to others, and we're not part of any mafia family “family of companies.” Telegram only keeps the information it needs to function as a feature-rich cloud service. For example, your cloud chats – so that you can access them from any devices without using third-party backups, or your contacts – so that you can rely on your existing social graph when messaging people on Telegram. Please see our Privacy Policy for more information. You can use @EURegulation to: Request a copy of all your data that Telegram stores. Contact us about Data Privacy.","General Questions","1","Telegram Privacy Policy, Telegram: Launch @EURegulation"
"Telegram","https://telegram.org/faq","There's illegal content on Telegram. How do I take it down?","All Telegram apps have 'Report' buttons that let you flag illegal content for our moderators — in just a few taps. On Telegram for Android, tap the message and select Report from the menu. On iOS, press and hold the message. On Telegram Desktop, Web or Telegram for macOS, right-click the message and select Report. Then choose an appropriate reason. You can also use our automated takedown email address abuse@telegram.org. If you're sending an email takedown request, please make sure to include links (like t.me/... or @...) to the content on Telegram which you think needs attention from our moderators.  Users from the EU are welcome to study the User Guidance for the EU Digital Services Act for the relevant reporting options. Note: If a scammer is pretending to be you, contact @NoToScam","General Questions","1","User guidance for the EU Digital Services Act, Telegram: Contact @notoscam"
"Telegram","https://telegram.org/faq","How do I send a request under EU Regulation 2021/784?","The Regulation (EU) 2021/784 of the European Parliament and of the Council of 29 April 2021 on addressing the dissemination of terrorist content online (Terrorist Content Online Regulation, or TCO Regulation) allows authorities in EU countries to send removal requests for terrorist content, if it is discovered on Telegram's public platform. We have also designated a third party, European Digital Services Representative (EDSR), to assist us with TCO-related communications. Users whose publications were taken down in connection with the TCO Regulation can request details on why their publications were considered terrorist and how to challenge the removal: by writing to EDSR at Avenue Huart Hamoir 71, 1030 Brussels, Belgium, or by contacting the @EURegulation bot on Telegram and using the command /tco_ask. Requests can be accepted in English and French.","General Questions","1","Telegram: Launch @EURegulation"
"Telegram","https://telegram.org/faq","Is Telegram a “very large online platform” according to the EU Digital Services Act?","No. The EU Digital Services Act (DSA) requires certain services (which it describes as “online platforms”) to publish information about their average monthly active users in the European Union. Some non-essential elements of the services provided by Telegram may qualify as “online platforms” under the DSA. As of August 2025, these services had significantly fewer than 45 million average monthly active recipients in the EU over the preceding 6 months — which is below the threshold required for designation as a “very large online platform.”","General Questions","0","NA"
"Telegram","https://telegram.org/faq","A bot or channel is infringing on my copyright. What do I do?","Private groups and chats on Telegram are private amongst their participants. We do not process any requests related to them. However, Telegram also supports sticker sets, bots, channels and groups that are publicly available. If you see a bot, channel, sticker set, or other content that is a part of Telegram's public platform and is infringing on your copyright, kindly submit a complaint to dmca@telegram.org. Please note that such requests should only be submitted by the copyright owner or an agent authorized to act on the owner's behalf.","General Questions","0","NA"
"Telegram","https://telegram.org/faq","Do you process take-down requests from third parties?","Our mission is to provide a secure means of communication that works everywhere on the planet. To do this in the places where it is most needed (and to continue distributing Telegram through the App Store and Google Play), we have to process legitimate requests to take down illegal public content (e.g., sticker sets, bots, groups and channels) within the app. For example, we can take down sticker sets that violate intellectual property rights or porn bots. Public content on Telegram, such as user-uploaded stickers sets, channels, and bots by third-party developers, is not part of the core Telegram UI. Whenever we receive a report regarding potentially illegal public content, we perform the necessary legal checks and take it down when deemed appropriate. Please note that this does not apply to local restrictions on freedom of speech. For example, if criticizing the government is illegal in some country, Telegram won't be a part of such politically motivated censorship. This goes against our founders' principles. While we do block terrorist (e.g. ISIS-related) bots and channels, we will not block anybody who peacefully expresses alternative opinions.","General Questions","1","'Russia's Mark Zuckerberg' takes on the Kremlin, comes to New York | Mashable"
"Telegram","https://telegram.org/faq","My bot or sticker set was banned unfairly, what do I do?","If you think we banned your bot, channel, or sticker set for no apparent reasons, drop us a line at abuse@telegram.org.","General Questions","0","NA"
"Telegram","https://telegram.org/faq","Do you process data requests?","Secret chats use end-to-end encryption, thanks to which we don't have any data to disclose. To protect the data that is not covered by end-to-end encryption, Telegram uses a distributed infrastructure. Cloud chat data is stored in multiple data centers around the globe that are controlled by different legal entities spread across different jurisdictions. The relevant decryption keys are split into parts and are never kept in the same place as the data they protect. As a result, several court orders from different jurisdictions are required to force us to give up any data. Thanks to this structure, we can ensure that no single government or block of like-minded countries can intrude on people's privacy and freedom of expression. Telegram can be forced to give up data only if an issue is grave and universal enough to pass the scrutiny of several different legal systems around the world. To this day, we have disclosed 0 bytes of user messages to third parties, including governments. For more information on how your data is protected, please see the Telegram Privacy Policy and this post by the Telegram CEO.","General Questions","1","Telegram Privacy Policy, Telegram: View @durov"
"Telegram","https://telegram.org/faq","Who can I write to?","You can write to people who are in your phone contacts and have Telegram. Another way of contacting people is to type their Telegram username into the search field – you don't need to know their phone number to do this.","Telegram Basics","0","NA"
"Telegram","https://telegram.org/faq","Who can contact me?","People can contact you on Telegram if they know your phone number or if you message them first. If they don't know your phone number, they can find you in these cases: When you both are members of the same group. If you set a public username. Others can use Global Search and find you by your username. Telegram allows third-party services to send verification codes to their users via Telegram. These codes only appear in the verified 'Verification Codes' chat, and let you tap to instantly copy the code.  Services that do not specify a name or profile picture for their codes will appear with the default name and photo of 'Verification Codes'. If you receive a code in the 'Verification Codes' chat, it's probably because you requested to log in to a third-party service, like an external website, app or marketplace. It's also possible that someone else accidentally entered your phone number when logging in to another service. Either way, your Telegram account is completely safe — if you didn't request a code, simply tap on it and select 'Report', no need to do anything else. Third-party services determine which way your verification codes are sent – and Telegram is not able to control this or make a service aware of your preferences. Unlike SMS codes that frequently fail to arrive and can be interecepted, verification codes sent via Telegram are delivered instantly and are securely encrypted – making them safer and more reliable for both users and services. The 'Verification Codes' chat is only used for codes from third-party services. Login codes for your Telegram account itself are sent to the verified service notifications chat named 'Telegram' in your chat list and should never be shared with anyone, including other services or apps. If you'd like to save money and increase efficiency by sending verification codes for your app or service via Telegram, check out the Telegram Gateway.","Telegram Basics","1","send verification codes, Verification Platform and More, a5d5fc8092802cab46 (1920×1345), Telegram Gateway – Fast, Affordable, and Secure User Verification"
